,name,year,rating,metascore,num_votes
4847,Jung Baaz,1989,5.6,,61.0
4848,Daata,1989,5.5,,60.0
4849,Ghar Ka Chiraag,1989,6.0,,59.0
4850,Gharana,1989,5.5,,58.0
4851,Paap Ka Ant,1989,3.9,,55.0
4852,Main Tera Dushman,1989,5.2,,54.0
4853,Bade Ghar Ki Beti,1989,5.7,,48.0
4854,Asmaan Se Ooncha,1989,5.0,,45.0
4855,Souten Ki Beti,1989,5.6,,43.0
4856,Aakhri Baazi,1989,4.2,,43.0
4857,Ladaai,1989,6.6,,42.0
4858,Suryaa: An Awakening,1989,6.6,,39.0
4859,Zulm Ki Zanjeer,1989,6.2,,39.0
4860,Goonj,1989,6.0,,39.0
4861,Parinati,1989,7.3,,38.0
4862,Aag Se Khelenge,1989,5.3,,38.0
4863,Gentleman,1989,5.0,,36.0
4864,Lashkar,1989,5.8,,36.0
4865,Khooni Murdaa,1989,4.0,,35.0
4866,Sachché Ká Bol-Bálá,1989,5.7,,35.0
4867,Santosh,1989,6.9,,34.0
4868,Farz Ki Jung,1989,4.6,,33.0
4869,Sachai Ki Taqat,1989,4.8,,33.0
4870,Majboor,1989,5.0,,32.0
4871,Billoo Baadshah,1989,5.0,,32.0
4872,Mitti Aur Sona,1989,5.5,,31.0
4873,Mahaadev,1989,5.6,,31.0
4874,Dost,1989,5.6,,30.0
4875,Gawaahi,1989,5.4,,30.0
4876,Hisaab Khoon Ka,1989,5.7,,30.0
4877,Aakhri Ghulam,1989,5.0,,28.0
4878,Shehzaade,1989,5.0,,27.0
4879,Hum Bhi Insaan Hain,1989,5.9,,27.0
4880,Galiyon Ka Badshah,1989,5.2,,25.0
4881,Khayal Gatha,1989,6.5,,25.0
4882,Sikka,1989,4.8,,25.0
4883,Dost Garibon Ka,1989,4.6,,24.0
4884,Abhimanyu,1989,4.9,,24.0
4885,Gola Barood,1989,3.5,,22.0
4886,Naqab,1989,4.6,,22.0
4887,Nafrat Ki Aandhi,1989,5.0,,20.0
4888,Nache Nagin Gali Gali,1989,5.3,,19.0
4889,Hum Intezaar Karenge,1989,5.8,,19.0
4890,Kasam Suhag Ki,1989,4.4,,18.0
4891,Billa,1989,6.7,,17.0
4892,Aakhri Badla,1989,5.5,,17.0
4893,Mera Farz,1989,5.9,,17.0
4894,Wohi Bhayanak Raat,1989,3.2,,16.0
4895,Jurrat,1989,4.9,,16.0
4896,Dana Paani,1989,5.4,,16.0
4897,Dav Pech,1989,3.9,,14.0
4898,Na-Insaafi,1989,3.9,,14.0
4899,Mamata Ki Chhaon Mein,1989,5.9,,14.0
4900,Sau Saal Baad,1989,3.2,,13.0
4901,Jaaydaad,1989,4.2,,13.0
4902,Anokha Aspatal,1989,6.8,,12.0
4903,Paanch Papi,1989,3.8,,12.0
4904,Meri Zabaan,1989,6.1,,12.0
4905,Akhri Muqabla,1989,5.8,,11.0
4906,Khuli Khidki,1989,2.4,,10.0
4907,Tere Bina Kya Jeena,1989,5.3,,10.0
4908,Desh Ke Dushman,1989,4.2,,10.0
4909,Ustaad,1989,5.7,,10.0
4910,Garibon Ka Daata,1989,5.1,,10.0
4911,Paraya Ghar,1989,5.8,,10.0
4912,Khol De Meri Zuban,1989,4.7,,10.0
4913,Ajeeb Itefaq,1989,5.6,,9.0
4914,Sach,1989,6.4,,9.0
4915,Kasam Vardi Ki,1989,4.2,,9.0
4916,Saaya,1989,6.0,,9.0
4917,Tu Nagin Main Sapera,1989,4.8,,8.0
4918,Identity,1989,5.5,,8.0
4919,Mil Gayee Manzil Mujhe,1989,6.1,,8.0
4920,Maut Ki Ladai,1989,5.0,,8.0
4921,Chaalu Pe Chaalu,1989,4.5,,8.0
4922,Police Ke Peechhe Police,1989,5.1,,7.0
4923,Ab Meri Baari,1989,5.7,,7.0
4924,Jawani Ke Gunah,1989,5.1,,7.0
4925,Mohabat Ka Paigham,1989,5.4,,7.0
4926,Oonch Neech Beech,1989,6.9,,7.0
4927,Dil Lagake Dekho,1989,4.9,,7.0
4928,Nishane Bazi,1989,4.8,,6.0
4929,Apna Desh Paraye Log,1989,5.0,,6.0
4930,Kaanoon Ki Awaaz,1989,4.8,,6.0
4931,Zakhm,1989,5.0,,6.0
4932,Jism Ka Rishta,1989,5.2,,5.0
4933,Kahan Hai Kanoon,1989,8.8,,5.0
4934,Didi,1989,8.4,,5.0
4935,Umang,1989,,,
4936,Nyaay Dansh,1989,,,
4937,Sava Ser Gehu,1989,,,
4938,Utthaan,1989,,,
4939,Dharmadhikari,1989,,,
4940,Khel Jeewan Ki,1989,,,
4941,Maa Vaibhav Laxmi,1989,,,
4942,Sati Toral,1989,,,
4943,Agla Mausam,1989,,,
4944,Jab Hum Na Honge,1989,,,
4945,Yari Dosti,1989,,,
4946,Chaska,1989,,,
4947,Pyar Ke Jalwe,1989,,,
4948,Jungle Ke Jalwe,1989,,,
4949,Kissa Pehli Raat Ka,1989,,,
4950,Khel Jawani Ka,1989,,,
4951,Milan Ki Pyas,1989,,,
4952,Matlabi,1989,,,
4953,The Path of Fire,1990,7.7,,8022.0
4954,Heart,1990,6.7,,4714.0
4955,Ghayal,1990,7.6,,3781.0
4956,Aashiqui,1990,6.3,,1495.0
4957,Ek Doctor Ki Maut,1990,8.3,,1169.0
4958,A Rebel for Love,1990,5.7,,1115.0
4959,First Rank,1990,5.4,,1072.0
4960,Swarg,1990,6.7,,1062.0
4961,Not Crazy Like Me,1990,5.9,,909.0
4962,You Are Mine,1990,4.9,,829.0
4963,Long Live Youth,1990,5.8,,627.0
4964,Kishen Kanhaiya,1990,5.9,,571.0
4965,Aaj Ka Arjun,1990,4.8,,548.0
4966,Jamai Raja,1990,5.4,,500.0
4967,Thanedaar,1990,5.6,,344.0
4968,Ghar Ho To Aisa,1990,5.9,,316.0
4969,Lekin...,1990,7.6,,303.0
4970,Adisaya Piravi,1990,6.8,,291.0
4971,Haatim Tai,1990,5.7,,278.0
4972,Baap Numbri Beta Dus Numbri,1990,6.0,,272.0
4973,Bandh Darwaza,1990,5.1,,267.0
4974,Thodasa Roomani Ho Jaayen,1990,7.1,,175.0
4975,Sailaab,1990,5.5,,172.0
4976,Izzatdaar,1990,5.2,,165.0
4977,Kroadh,1990,5.1,,162.0
4978,Jeevan Ek Sanghursh,1990,4.9,,150.0
4979,Disha,1990,7.0,,138.0
4980,Awaargi,1990,6.3,,132.0
4981,Maha-Sangram,1990,5.7,,131.0
4982,Police Public,1990,6.7,,128.0
4983,Pratibandh,1990,6.0,,114.0
4984,Doodh Ka Karz,1990,4.7,,109.0
4985,Jurm,1990,5.8,,105.0
4986,Pyar Ka Devta,1990,4.8,,99.0
4987,Zahreelay,1990,5.0,,87.0
4988,Aag Ka Gola,1990,5.4,,85.0
4989,Drishti,1990,7.2,,71.0
4990,Khatarnaak,1990,5.4,,68.0
4991,Sheshnaag,1990,4.5,,67.0
4992,Naaka Bandi,1990,4.2,,58.0
4993,C.I.D.,1990,4.8,,57.0
4994,Nazar,1990,6.0,,56.0
4995,Bahaar Aane Tak,1990,4.8,,54.0
4996,Pathar Ke Insan,1990,4.9,,49.0
4997,Kafan,1990,6.0,,43.0
4998,Tejaa,1990,4.8,,42.0
4999,Shaitani Ilaaka,1990,4.8,,42.0
5000,Jeene Do,1990,4.8,,38.0
5001,Hum Se Na Takrana,1990,4.8,,38.0
5002,Amiri Garibi,1990,4.8,,38.0
5003,Shandaar,1990,5.4,,38.0
5004,Nyay Anyay,1990,5.7,,36.0
5005,Mera Pati Sirf Mera Hai,1990,4.1,,35.0
5006,Pati Patni Aur Tawaif,1990,4.4,,35.0
5007,Amba,1990,4.0,,35.0
5008,Dushman,1990,5.5,,33.0
5009,Aandhiyan,1990,5.1,,33.0
5010,Azaad Desh Ke Gulam,1990,5.0,,32.0
5011,Pyar Ke Naam Qurbaan,1990,5.8,,31.0
5012,Aakhri Sangam,1990,6.3,,29.0
5013,Taqdeer Ka Tamasha,1990,5.0,,27.0
5014,Roti Kee Keemat,1990,6.1,,27.0
5015,Atishbaz,1990,3.1,,25.0
5016,Sher Dil,1990,4.8,,24.0
5017,Paap Ki Kamaee,1990,5.8,,24.0
5018,Veeru Dada,1990,4.6,,23.0
5019,Kashmoraa,1990,6.8,,22.0
5020,Pyar Ka Karz,1990,6.5,,22.0
5021,Thriyathri,1990,7.8,,20.0
5022,Aag Ka Dariya,1990,4.2,,20.0
5023,Apmaan Ki Aag,1990,5.9,,19.0
5024,Muqaddar Ka Badshaah,1990,3.4,,19.0
5025,Amavas Ki Raat,1990,2.9,,16.0
5026,Zakhmi Zameen,1990,5.6,,16.0
5027,Agneekaal,1990,5.3,,16.0
5028,Jai Shiv Shankar,1990,5.9,,15.0
5029,Raeeszada,1990,4.1,,15.0
5030,Gunahon Ka Devta,1990,5.3,,14.0
5031,Kaafila,1990,3.9,,14.0
5032,Andha Bichar,1990,7.3,,13.0
5033,Reshma Ki Jawani,1990,7.2,,13.0
5034,Kaaranama,1990,4.6,,13.0
5035,Shadyantra,1990,6.0,,12.0
5036,Karishma Kali Kaa,1990,4.4,,11.0
5037,Chor Pe Mor,1990,4.8,,10.0
5038,Aaj Ke Shahenshah,1990,3.0,,10.0
5039,Kali Ganga,1990,4.5,,10.0
5040,Nehru: The Jewel of India,1990,5.9,,9.0
5041,Kanoon Ki Zanjeer,1990,4.4,,9.0
5042,Lady Tarzan,1990,5.4,,8.0
5043,Yaadon Ka Mausam,1990,5.9,,8.0
5044,Naya Khoon,1990,5.2,,8.0
5045,Awaragardi,1990,5.4,,8.0
5046,Dost Magarmach,1990,5.9,,7.0
5047,Sur Asur,1990,6.7,,7.0
5048,Vidrohi,1990,6.9,,7.0
5049,Tadap,1990,6.3,,7.0
5050,Attilokasundari,1990,4.0,,7.0
5051,Gulabi Raaten,1990,5.0,,6.0
5052,Teri Talash Mein,1990,3.5,,6.0
5053,Shera Shamshera,1990,4.8,,6.0
5054,Pati Parmeshwar,1990,3.0,,6.0
5055,Ek Number Ka Chor,1990,6.4,,5.0
5056,Pyasi Nigahen,1990,3.2,,5.0
5057,Aawaz De Kahan Hai,1990,4.0,,5.0
5058,Haar Jeet,1990,3.4,,5.0
5059,Qayamat Ki Raat,1990,5.2,,5.0
5060,Adhura Badan,1990,,,
5061,Pyasi Aurat,1990,,,
5062,Love and War,1990,,,
5063,Baiju,1990,,,
5064,Zakhmi Sher,1990,,,
5065,Shree Satyanarayana Pooja,1990,,,
5066,Galiyon Ki Rani,1990,,,
5067,Mahatma Basweshwar,1990,,,
5068,Dard Ki Awaaz,1990,,,
5069,Rambha Ram Babu,1990,,,
5070,Pyaasa Dil,1990,,,
5071,Pyasi Baahon Mein,1990,,,
5072,Maa Tere Aangan Nagara Baje,1990,,,
5073,Maha Shakti Maa,1990,,,
5074,Tushaar: The Snow,1990,,,
5075,Aag aur Angaray,1990,,,
5076,Shiv Putra Swami Ayappa,1990,,,
5077,Insaaf Ka Suraj,1990,,,
5078,Lahoo Ka Jawab Lahoo Se,1990,,,
5079,Kasam Jhoot KI,1990,,,
5080,Lootera Sultan,1990,,,
5081,Kissa Kachchi,1990,,,
5082,Zakhmi Kali,1990,,,
5083,Hawas Ke Pujaari,1990,,,
5084,Maut Se Mukabala,1990,,,
5085,Laagi Chhoote Na,1990,,,
5086,Jungle Mein Oye Oye,1990,,,
5087,Shabnam Sharab Ban Gayee,1990,,,
5088,Rangeen Jawani,1990,,,
5089,Pyasi Dulhan,1990,,,
5090,Pingla Bharthri,1990,,,
5091,Paapi Log,1990,,,
5092,Main Pyasi Hoon,1990,,,
5093,Jyotishi,1990,,,
5094,Har Din Pyar Ke Din,1990,,,
5095,Har Raat Naya Khiladi,1990,,,
5096,Garam Jawani,1990,,,
5097,Besharam Ratein,1990,,,
5098,Ab Badla Main Loongi,1990,,,
5099,Aag Aur Shabab,1990,,,
5100,Pyasi Meri Nigahen,1990,,,
5101,Jungle Ki Hasina,1990,,,
5102,Aur Pyar Ho Gaya,1990,,,
5103,Beloved,1991,7.2,,5766.0
5104,The Heart Refuses to Listen,1991,7.4,,3788.0
5105,Us,1991,6.8,,2565.0
5106,Lamhe,1991,7.4,,2467.0
5107,Prahaar: The Final Attack,1991,8.0,,1778.0
5108,Phool Aur Kaante,1991,5.9,,1239.0
5109,Sadak,1991,7.0,,1231.0
5110,Saudagar,1991,6.8,,1172.0
5111,Prodigy,1991,5.2,,1128.0
5112,Love,1991,5.8,,980.0
5113,Unfaithful Beloved,1991,5.4,,966.0
5114,100 Days,1991,6.6,,875.0
5115,Saugandh,1991,6.0,,854.0
5116,Flowers of Stone,1991,5.6,,812.0
5117,Tale of Love,1991,6.0,,746.0
5118,Henna,1991,6.4,,625.0
5119,Dancer,1991,4.1,,571.0
5120,Sacrificed,1991,4.1,,402.0
5121,Alone,1991,5.1,,385.0
5122,Narasimha,1991,5.5,,379.0
5123,Inspector Balram,1991,6.9,,300.0
5124,Abhimanyu,1991,7.1,,286.0
5125,Indrajeet,1991,4.6,,235.0
5126,Benaam Badsha,1991,5.0,,226.0
5127,Farishtay,1991,4.8,,220.0
5128,Captain Prabhakaran,1991,7.1,,187.0
5129,Saathi,1991,6.6,,157.0
5130,Diksha,1991,7.1,,155.0
5131,Yodha,1991,4.6,,132.0
5132,Prem Qaidi,1991,2.1,,128.0
5133,Bhabhi,1991,4.3,,118.0
5134,Phool Bane Angaarey,1991,4.8,,114.0
5135,Antarnaad,1991,5.4,,106.0
5136,Pratikar,I) (1991,5.1,,96.0
5137,Shanti Kranti,1991,6.8,,88.0
5138,Nattukku Oru Nallavan,1991,5.3,,81.0
5139,Karz Chukana Hai,1991,5.7,,80.0
5140,Khoon Ka Karz,1991,5.0,,72.0
5141,Banjaran,1991,5.2,,71.0
5142,Khilaaf,1991,5.4,,69.0
5143,Trinetra,1991,5.1,,61.0
5144,Stoovertpuram Police Station,1991,6.6,,60.0
5145,Ek Ghar,1991,7.6,,59.0
5146,Swarg Yahan Narak Yahan,1991,6.2,,56.0
5147,Vishnu-Devaa,1991,5.7,,55.0
5148,Pyaar Ka Saaya,1991,4.1,,49.0
5149,Ramgarh Ke Sholay,1991,5.1,,49.0
5150,Fateh,1991,5.6,,47.0
5151,Aadmi Aur Apsara,1991,6.2,,46.0
5152,Shikari: The Hunter,1991,5.7,,45.0
5153,Brahmarshi Vishwamitra,1991,7.6,,44.0
5154,Yaara Dildara,1991,7.2,,40.0
5155,Kaun Kare Kurbanie,1991,3.4,,39.0
5156,Mast Kalandar,1991,5.3,,38.0
5157,Sau Crore,1991,4.0,,38.0
5158,Shankara,1991,5.5,,37.0
5159,First Love Letter,1991,4.9,,37.0
5160,Khooni Panja,1991,5.6,,36.0
5161,Aakhri Cheekh,1991,4.9,,36.0
5162,Kasba,1991,7.1,,36.0
5163,Izzat,1991,5.9,,34.0
5164,Daku Munni Bai,1991,8.0,,33.0
5165,House No. 13,1991,6.0,,33.0
5166,Ayee Milan Ki Raat,1991,6.4,,32.0
5167,Yeh Aag Kab Bujhegi,1991,6.0,,32.0
5168,Pratigyabadh,1991,5.6,,32.0
5169,Vishkanya,1991,4.4,,31.0
5170,Ghar Parivaar,1991,5.2,,30.0
5171,Lakshmanrekha,1991,4.9,,29.0
5172,Paap Ki Aandhi,1991,3.9,,28.0
5173,Do Matwale,1991,3.1,,27.0
5174,Jigarwala,1991,2.3,,27.0
5175,Khooni Raat,1991,5.4,,25.0
5176,Ajooba Kudrat Ka,1991,5.0,,25.0
5177,Qurbani Rang Layegi,1991,5.8,,24.0
5178,Ranbhoomi,1991,4.9,,23.0
5179,Roohani Taaqat,1991,3.9,,22.0
5180,Pita,1991,7.3,,22.0
5181,Kohraam,1991,6.0,,20.0
5182,Inspector Dhanush,1991,6.9,,19.0
5183,Shiv Ram,1991,4.8,,18.0
5184,Rupaye Dus Karod,1991,5.9,,16.0
5185,Haque,1991,5.4,,16.0
5186,Jhoothi Shaan,1991,5.1,,15.0
5187,Rukmavati Ki Haveli,1991,7.0,,15.0
5188,Garajna,1991,5.4,,15.0
5189,Laal Paree,1991,6.8,,14.0
5190,Mehandi Ban Gai Khoon,1991,5.6,,14.0
5191,Ganga Jamuna Ki Lalkaar,1991,5.6,,14.0
5192,Sadhu Sant,1991,4.2,,14.0
5193,Dharam Sankat,1991,4.0,,14.0
5194,Nachnewala Gaanewale,1991,3.9,,14.0
5195,Dushman Devta,1991,4.7,,14.0
5196,Sapnon Ka Mandir,1991,4.4,,14.0
5197,Begunaah,1991,6.3,,13.0
5198,Hatyarin,1991,4.0,,12.0
5199,Naagmani,1991,5.7,,12.0
5200,Aaj Ka Samson,1991,3.3,,12.0
5201,Jeena Teri Gali Mein,1991,5.9,,12.0
5202,Numbri Aadmi,1991,5.2,,12.0
5203,Hafta Bandh,1991,4.7,,12.0
5204,Iraada,1991,5.3,,11.0
5205,Pyar Bhara Dil,1991,7.1,,11.0
5206,Meet Mere Man Ke,1991,6.1,,10.0
5207,Ayyappa Swamy Mahatyam,1991,7.7,,9.0
5208,Jungle Beauty,1991,4.1,,9.0
5209,Jab Pyar Kiya to Darna Kya,1991,4.8,,8.0
5210,Meena Bazar,1991,6.2,,8.0
5211,Vikram,1991,6.6,,7.0
5212,Dastoor,1991,6.0,,7.0
5213,Aadhi Mimansa,1991,6.4,,7.0
5214,Swayam,1991,6.3,,7.0
5215,Hai Meri Jaan,1991,6.0,,7.0
5216,Dharam Kanta,1991,7.3,,6.0
5217,Ranga Mera Naam,1991,7.3,,6.0
5218,Giraftaari,1991,7.3,,6.0
5219,Naamcheen,1991,5.7,,6.0
5220,Jaan Pechaan,1991,5.7,,6.0
5221,Aag Laga Do Sawan Ko,1991,6.5,,6.0
5222,Swarg Jaisaa Ghar,1991,3.2,,6.0
5223,Deshwasi,1991,4.5,,6.0
5224,Jeevan Daata,1991,5.0,,6.0
5225,Ennavo Nadikkaradhu,1991,3.8,,6.0
5226,Ashwani,1991,8.2,,5.0
5227,Ramwati,1991,3.6,,5.0
5228,Aaj Ki Biwi,1991,,,
5229,Anar,1991,,,
5230,Bhomli,1991,,,
5231,Pagalpan,1991,,,
5232,Sisakti Kaliyaan,1991,,,
5233,Dehekte Sholay,1991,,,
5234,Bhavishya,1991,,,
5235,Aaj Ka Inteqaam,1991,,,
5236,Ek Aur Dharmatma,1991,,,
5237,Jawani Ki Ghabrahat,1991,,,
5238,Narak,1991,,,
5239,Kamsin Kali,1991,,,
5240,Zakhmi Haseena,1991,,,
5241,Yeh Pyaas Kab Bhujegi,1991,,,
5242,Manav Aur Manovigyan,1991,,,
5243,Maut Ki Lakeer,1991,,,
5244,Mission 369,1991,,,
5245,Haseeno Ka Badla,1991,,,
5246,Mazaa Masti Ka,1991,,,
5247,Naraq,1991,,,
5248,Pyar Ki Cheekh,1991,,,
5249,Ek Do Teen,1991,,,
5250,Maha Chhath Puja,1991,,,
5251,Jawani Badi Diwani,1991,,,
5252,Jungle Sundari,1991,,,
5253,He Who Wins Is King,1992,8.2,,20904.0
5254,Khiladi,1992,7.2,,7377.0
5255,Raju Ban Gaya Gentleman,1992,6.8,,6995.0
5256,Deewana,1992,6.8,,5900.0
5257,Chamatkar,I) (1992,6.6,,5504.0
5258,Beta,1992,6.3,,1817.0
5259,Tirangaa,1992,6.9,,1745.0
5260,God Is the Witness,1992,6.5,,1734.0
5261,Dil Aashna Hai (...The Heart Knows),1992,4.9,,1450.0
5262,Vishwatma,1992,6.5,,1092.0
5263,Raat,1992,7.1,,906.0
5264,A Boy and a Girl,1992,5.7,,902.0
5265,Shola Aur Shabnam,1992,6.5,,799.0
5266,War of Wealth,1992,5.8,,794.0
5267,Sunflower,1992,4.5,,786.0
5268,Jigar,1992,4.7,,736.0
5269,Bol Radha Bol,1992,6.1,,711.0
5270,The Seventh Horse of the Sun,1992,8.1,,690.0
5271,Mr. Bond,1992,4.5,,584.0
5272,This Is Called Life,1992,5.9,,579.0
5273,Deedar,1992,4.3,,531.0
5274,Khel,1992,6.4,,505.0
5275,Junoon,1992,5.7,,461.0
5276,Awake,1993,3.2,,404.0
5277,Yalgaar,1992,5.3,,373.0
5278,Determination,1992,3.9,,319.0
5279,Muskurahat,1992,7.1,,275.0
5280,Tahalka,1992,5.6,,273.0
5281,Dharavi,1992,7.1,,273.0
5282,Zindagi Ek Juaa,1992,5.4,,263.0
5283,Angaar,1992,6.5,,262.0
5284,Prem Deewane,1992,5.3,,198.0
5285,Pandian,1992,5.2,,191.0
5286,Bekhudi,1992,4.6,,182.0
5287,Dil Ka Kya Kasoor,1992,5.8,,167.0
5288,Balwaan,1992,4.3,,156.0
5289,Sangeet,1992,5.7,,137.0
5290,Aaj Ka Goonda Raaj,1992,5.4,,136.0
5291,Sapne Saajan Ke,1992,3.3,,131.0
5292,Heer Ranjha,1992,5.2,,131.0
5293,Jaan Tere Naam,1992,6.0,,124.0
5294,Cruelty to the Government,1992,5.3,,123.0
5295,Drohi,1992,6.0,,120.0
5296,Killer,1992,6.4,,119.0
5297,Rowdy Inspector,1992,7.3,,99.0
5298,Ek Hota Vidushak,1992,7.9,,96.0
5299,Jaan Se Pyaara,1992,6.0,,96.0
5300,Maa,I) (1992,6.1,,92.0
5301,Yaad Rakhegi Duniya,1992,7.5,,91.0
5302,Dil Hi To Hai,1992,5.4,,92.0
5303,Cheluvi,1992,7.6,,80.0
5304,Sahebzaade,1992,4.4,,66.0
5305,Radha Ka Sangam,1992,5.2,,63.0
5306,Vansh,1992,6.2,,62.0
5307,Kal Ki Awaz,1992,6.3,,59.0
5308,Bewaffa Se Waffa,1992,5.3,,58.0
5309,Jaanam,1992,4.7,,57.0
5310,Adharm,1992,5.2,,57.0
5311,Ashwamedham,1992,7.1,,57.0
5312,Saatwan Aasman,1992,5.6,,57.0
5313,Virodhi,1992,4.4,,55.0
5314,Jeena Marna Tere Sang,1992,5.0,,53.0
5315,Police Officer,1992,3.0,,50.0
5316,Tyagi,1992,5.1,,49.0
5317,Current,1992,7.2,,46.0
5318,Mere Sajana Saath Nibhana,1992,6.5,,46.0
5319,Humlaa,1992,4.8,,46.0
5320,Aasmaan Se Gira,1992,7.2,,46.0
5321,Geet,1992,6.2,,44.0
5322,Umar 55 Ki Dil Bachpan Ka,1992,4.3,,42.0
5323,Pyar Hua Chori Chori,1992,6.3,,42.0
5324,Baaz,1992,5.9,,41.0
5325,Police Aur Mujrim,1992,5.2,,41.0
5326,Gunda Gang,1992,8.4,,40.0
5327,Mashooq,1992,5.4,,38.0
5328,Apradhi,1992,4.7,,38.0
5329,Panaah,1992,6.7,,35.0
5330,Honeymoon,1992,5.6,,35.0
5331,Sarphira,1992,4.9,,34.0
5332,Qaid Mein Hai Bulbul,1992,2.8,,29.0
5333,Anaam,1992,6.3,,27.0
5334,Inteha Pyar Ki,1992,3.6,,25.0
5335,Ghazab Tamasha,1992,5.6,,22.0
5336,Dushman Zamana,1992,5.2,,22.0
5337,Kasak,1992,5.3,,22.0
5338,Paayal,1992,3.2,,22.0
5339,Parda Hai Parda,1992,7.9,,21.0
5340,Karm Yodha,1992,6.7,,19.0
5341,Insaaf Ki Devi,1992,3.2,,18.0
5342,Humshakal,1992,5.4,,18.0
5343,Ghar Jamai,1992,6.2,,17.0
5344,Laat Saab,1992,3.6,,17.0
5345,Mujhse Dosti Karoge,1992,5.8,,16.0
5346,Lambu Dada,1992,5.5,,13.0
5347,Khule-Aam,1992,6.4,,12.0
5348,Yeh Raat Phir Na Aayegi,1992,3.6,,12.0
5349,Meera Ka Mohan,1992,6.6,,12.0
5350,Aaplee Maanse,1992,6.9,,11.0
5351,Prem Daan,1992,8.8,,10.0
5352,Naach Govinda Naach,1992,4.1,,10.0
5353,Dilwale Kabhi Na Hare,1992,3.5,,10.0
5354,Mehboob Mere Mehboob,1992,6.6,,9.0
5355,Bombay Police,1992,6.0,,8.0
5356,Jai Kaali,1992,6.5,,8.0
5357,Ajeeb Dastaan Hai Yeh,1992,4.9,,8.0
5358,Basanti Tangewali,1992,4.8,,8.0
5359,Maarg,1992,4.7,,7.0
5360,Insaan Bana Shaitan,1992,3.7,,7.0
5361,Ganga Bani Shola,1992,5.0,,7.0
5362,Tilak,1992,6.3,,6.0
5363,I Love You,1992,4.5,,6.0
5364,Naseebwaala,1992,5.0,,6.0
5365,Mera Dil Tere Liye,1992,6.6,,5.0
5366,Aahuti,1992,,,
5367,Pyar Bhara Khat,1992,,,
5368,Kaal Bhairav,1992,,,
5369,Gunehgar,1992,,,
5370,Jai Jai Durga Maa,1992,,,
5371,The Real Angaar,1992,,,
5372,Darinda,1992,,,
5373,Adhure Khwaab,1992,,,
5374,Diwani Jawani,1992,,,
5375,Bedardi Sanam,1992,,,
5376,Bombay Ka Raja,1992,,,
5377,Anjaane Log,1992,,,
5378,Police Lock Up,1992,,,
5379,Fauladi Taqdeer,1992,,,
5380,Balidan,II) (1992,,,
5381,Giraft,1992,,,
5382,Aadi Shakti,1992,,,
5383,Aarya,1992,,,
5384,Mere Meharban,1992,,,
5385,Pyar Hua Badnaam,1992,,,
5386,Pyar Ka Tohfa,1992,,,
5387,Kaaki,1992,,,
5388,Sachcha Pyar,1992,,,
5389,Khel Badnaami Ke,1992,,,
5390,Jungle Mein Mastiyaan,1992,,,
5391,S P Teja,1992,,,
5392,Dil Ne Ikaar Kiya,1992,,,
5393,Naya Sawan,1992,,,
5394,Dilli Ka Dada,1992,,,
5395,Balidan,I) (1992,,,
5396,Sapnon Ki Raatein,1992,,,
5397,Shaadi Ke Sapne,1992,,,
5398,Shaadi Se Pahle Tabahi,1992,,,
5399,Shauqeen Haseena,1992,,,
5400,Pyaasi Mohabbat,1992,,,
5401,Pyasi Patni,1992,,,
5402,Prayashchit,1992,,,
5403,Baazigar,1993,7.7,,24927.0
5404,Darr,1993,7.8,,21466.0
5405,We Are Travelers on the Path of Love,1993,7.4,,5194.0
5406,Damini,1993,7.8,,2867.0
5407,Khal Nayak,1993,7.2,,2809.0
5408,King Uncle,1993,5.1,,2623.0
5409,Maya,1993,5.3,,1995.0
5410,Aankhen,1993,6.7,,1732.0
5411,Waqt Hamara Hai,1993,5.9,,1365.0
5412,Sainik,1993,6.2,,1063.0
5413,Tradition,1993,5.8,,996.0
5414,Roop Ki Rani Choron Ka Raja,1993,4.9,,803.0
5415,Gardish,1993,7.4,,742.0
5416,Sardar,1993,7.9,,623.0
5417,Gumrah,1993,6.3,,605.0
5418,Your Heart Is Your Lover,1993,5.1,,603.0
5419,Kshatriya,1993,5.9,,525.0
5420,Zapatlela,1993,7.7,,509.0
5421,Ashaant,1993,5.4,,484.0
5422,Kayda Kanoon,1993,5.2,,470.0
5423,Dil Ki Baazi,1993,5.5,,457.0
5424,Moonfaced Beauty,1993,3.7,,452.0
5425,Rudaali,1993,7.2,,437.0
5426,Aaina,1993,6.0,,411.0
5427,Anari,1993,4.7,,374.0
5428,First Love,1993,5.1,,303.0
5429,Govindha Govindha,1993,6.7,,302.0
5430,Sir,1993,6.3,,300.0
5431,Mutamestri,1993,7.1,,275.0
5432,Aashik Aawara,1993,5.3,,270.0
5433,Lootere,1993,5.1,,249.0
5434,Dhanwaan,1993,3.3,,229.0
5435,Phir Teri Kahani Yaad Aayee,1993,6.1,,224.0
5436,Kalaignan,1993,6.3,,207.0
5437,Sangram,1993,3.2,,182.0
5438,Divya Shakti,1993,3.9,,176.0
5439,Platform,1993,3.7,,173.0
5440,Sahibaan,1993,5.5,,167.0
5441,Ek Hi Raasta,1993,3.5,,165.0
5442,Hum Hain Kamaal Ke,1993,5.6,,164.0
5443,Rang,1993,4.6,,163.0
5444,Shaktiman,1993,2.4,,157.0
5445,Muqabla,1993,4.2,,147.0
5446,Karamati Coat,1993,7.2,,137.0
5447,Pehchaan,1993,4.3,,137.0
5448,Bedardi,1993,3.9,,135.0
