,name,year,rating,metascore,num_votes
3034,Hum Kisise Kum Naheen,1977,7.1,,436.0
3035,Blood and Sweat,1977,6.2,,338.0
3036,Prelude,1977,6.8,,297.0
3037,Shirdi Ke Sai Baba,1977,7.0,,211.0
3038,Chacha Bhatija,1977,5.7,,195.0
3039,Kitaab,1977,7.4,,182.0
3040,Gharaonda,1977,6.9,,174.0
3041,Inkaar,1977,7.0,,173.0
3042,Dream Girl,1977,5.9,,171.0
3043,Honesty and Religion,1977,5.7,,158.0
3044,Swami,1977,6.6,,151.0
3045,Anurodh,1977,6.9,,150.0
3046,Doosara Aadmi,1977,7.0,,127.0
3047,Ananda Ashram,1977,7.2,,125.0
3048,Yehi Hai Zindagi,1977,6.4,,115.0
3049,Kinara,1977,6.7,,111.0
3050,Mrigayaa,1977,6.7,,107.0
3051,Aaina,1977,7.0,,83.0
3052,Aashiq Hoon Baharon Ka,1977,5.6,,78.0
3053,Agent Vinod,1977,5.9,,75.0
3054,Apnapan,1977,6.6,,68.0
3055,Chhailla Babu,1977,6.8,,67.0
3056,Palkon Ki Chhaon Mein,1977,7.6,,61.0
3057,Karm,1977,6.8,,59.0
3058,Dulhan Wahi Jo Piya Man Bhaaye,1977,7.8,,56.0
3059,Chala Murari Hero Banne,1977,6.9,,56.0
3060,Safed Haathi,1977,7.3,,54.0
3061,Mukti,I) (1977,7.3,,46.0
3062,Khel Khilari Ka,1977,6.3,,44.0
3063,Paapi,1977,7.4,,44.0
3064,Jadu Tona,1977,6.0,,41.0
3065,Chor Sipahee,1977,5.6,,36.0
3066,Kurukshetra,1977,7.8,,34.0
3067,Taxi Taxie,1977,6.0,,34.0
3068,Chandi Sona,1977,6.0,,33.0
3069,Jallian Wala Bagh,1977,7.1,,32.0
3070,Paheli,1977,7.5,,32.0
3071,Chalta Purza,1977,6.4,,31.0
3072,Darling Darling,1977,6.6,,31.0
3073,Aadmi Sadak Ka,1977,5.4,,30.0
3074,Alibaba Marjinaa,1977,6.7,,27.0
3075,Hatyara,1977,6.5,,26.0
3076,Tyaag,1977,7.4,,26.0
3077,Agar... If,1977,6.4,,25.0
3078,Dhoop Chhaon,1977,5.4,,25.0
3079,Kalabaaz,1977,6.0,,25.0
3080,Vishwasghaat,1977,6.0,,25.0
3081,Ormakal Marikkumo?,1977,6.7,,24.0
3082,Ab Kya Hoga,1977,4.8,,24.0
3083,Aap Ki Khatir,1977,6.1,,24.0
3084,Ek Hi Raasta,1977,6.2,,24.0
3085,Meethi Meethi Baatein,1977,5.3,,23.0
3086,Servant,1977,5.6,,23.0
3087,Amaanat,1977,6.1,,23.0
3088,Saheb Bahadur,1977,6.8,,22.0
3089,Darinda,1977,6.0,,22.0
3090,Chakkar Pe Chakkar,1977,5.2,,21.0
3091,Kotwal Saab,1977,5.8,,21.0
3092,Thief of Baghdad,1977,6.6,,19.0
3093,Ram Bharose,1977,6.7,,18.0
3094,Mama Bhanja,1977,6.5,,18.0
3095,Aakhri Goli,I) (1977,4.8,,18.0
3096,Aadha Din Aadhee Raat,1977,5.1,,17.0
3097,Tinku,1977,6.1,,17.0
3098,Sathyavaan Savithri,1977,5.6,,16.0
3099,Dildaar,1977,4.5,,15.0
3100,Maha Badmaash,1977,5.2,,14.0
3101,Shankar Hussain,1977,6.6,,14.0
3102,Jai-Vijay,1977,5.0,,14.0
3103,Aafat,1977,5.4,,13.0
3104,Hira Aur Patthar,1977,5.5,,11.0
3105,Mera Vachan Geeta Ki Kasam,1977,5.7,,9.0
3106,Kasam Khoon Ki,1977,5.2,,9.0
3107,Yaaron Ka Yaar,1977,7.0,,9.0
3108,Pandit Aur Pathan,1977,5.4,,8.0
3109,Zamaanat,1977,3.5,,8.0
3110,Farishta Ya Qatil,1977,4.8,,8.0
3111,Haiwan,1977,6.0,,8.0
3112,Abhi To Jee Lein,1977,5.5,,8.0
3113,Duniyadari,1977,5.9,,7.0
3114,Kachcha Chor,1977,4.4,,7.0
3115,Daku Aur Mahatma,1977,4.7,,7.0
3116,Videsh,1977,5.5,,6.0
3117,Niyaz Aur Namaaz,1977,5.3,,6.0
3118,Zangbo and the Zing Zing Bar,1977,4.2,,6.0
3119,Chaalu Mera Naam,1977,5.8,,5.0
3120,Do Sholay,1977,3.2,,5.0
3121,Paradh,1977,,,
3122,Smothered Voices,1977,,,
3123,Adi Manav,1977,,,
3124,Perumaikkuriyaval,1977,,,
3125,Zee Boom Ba,1977,,,
3126,Amar Shilpi,1977,,,
3127,Shahzadi Mumtaz,1977,,,
3128,Minoo,1977,,,
3129,Chhoti Behan,1977,,,
3130,Mahima Shree Ram Ki,1977,,,
3131,Susheela,1977,,,
3132,Subah Zaroor Aayegi,1977,,,
3133,Bahadur Bachche,1977,,,
3134,Mera Dosti Tera Pyar,1977,,,
3135,Wafadar,1977,,,
3136,Hunterwali 77,1977,,,
3137,Do Dilwale,1977,,,
3138,Mamta,1977,,,
3139,Veer Arjun,1977,,,
3140,Solah Shukrawar,1977,,,
3141,Jai Ambe Maa,1977,,,
3142,Sri Raam Vanavas,1977,,,
3143,Aakhri Sajda,1977,,,
3144,Naami Chor,1977,,,
3145,Jeevan Mukt,1977,,,
3146,Zehreeli,1977,,,
3147,Dil Aur Patthar,1977,,,
3148,Jai Dwarkadheesh,1977,,,
3149,Khel Kismat Ka,1977,,,
3150,Do Chehere,1977,3.6,,5.0
3151,Angaare,1977,,,
3152,Pratima Aur Payal,1977,,,
3153,Ooparwala Jaane,1977,,,
3154,Chhota Baap,1977,,,
3155,Raksha Bandhan,1977,,,
3156,Prayashchit,1977,,,
3157,Kali Raat,1977,,,
3158,Sree Murugan,1977,,,
3159,Chaani,II) (1977,,,
3160,Jagriti,1977,,,
3161,Adha,1977,,,
3162,Janam Janam Na Saath,1977,,,
3163,Mandir Masjid,1977,,,
3164,Jai Bolo Chakradhari,1977,,,
3165,Mastan Dada,1977,,,
3166,Gayatri Mahima,1977,,,
3167,Jagadguru Aadi Sankaran,1977,,,
3168,Anand Mahal,1977,,,
3169,Ladki Jawan Ho Gayi,1977,,,
3170,Gyaniji,1977,,,
3171,Don,1978,7.8,,10796.0
3172,Conqueror of Destiny,1978,7.5,,2456.0
3173,Trident,1978,7.8,,1913.0
3174,Satyam Shivam Sundaram: Love Sublime,1978,7.1,,912.0
3175,Khatta Meetha,1978,7.5,,776.0
3176,Shalimar,1978,6.3,,509.0
3177,Pati Patni Aur Woh,1978,7.1,,396.0
3178,The Sworn Promises,1978,6.7,,388.0
3179,Through the Eyelashes,1978,7.2,,344.0
3180,Dillagi,1978,6.9,,188.0
3181,Ghar,1978,7.0,,162.0
3182,Gaman,1978,7.1,,148.0
3183,Des Pardes,1978,7.1,,143.0
3184,Vishwanath,1978,6.3,,127.0
3185,Kissaa Kursee Kaa,1978,7.1,,115.0
3186,Ganges of Saugand,1978,5.8,,115.0
3187,Arvind Desai Ki Ajeeb Dastaan,1978,7.3,,114.0
3188,Main Tulsi Tere Aangan Ki,1978,6.6,,110.0
3189,Shameless,1978,5.9,,95.0
3190,Darwaza,1978,6.0,,84.0
3191,Azaad,1978,7.2,,76.0
3192,Naukri,1978,6.9,,75.0
3193,Heeralal Pannalal,1978,6.6,,73.0
3194,Swarg Narak,1978,5.5,,55.0
3195,Avalude Ravukal,1978,6.6,,53.0
3196,Badaltey Rishtey,1978,6.8,,53.0
3197,Damaad,1978,7.1,,49.0
3198,Kondura (The Sage from the Sea),1978,7.5,,49.0
3199,Devata,1978,7.0,,48.0
3200,Karmayogi,1978,5.8,,42.0
3201,Priyatama,II) (1978,6.6,,42.0
3202,Madanolsavam,1978,7.2,,39.0
3203,Phool Khile Hain Gulshan Gulshan,1978,5.6,,38.0
3204,Trishna,1978,6.9,,37.0
3205,Chakravyuha,1978,6.5,,37.0
3206,Saajan Bina Suhagan,1978,6.5,,36.0
3207,Karunamayudu,1978,7.7,,34.0
3208,Purana Purush,1978,8.5,,33.0
3209,Phandebaaz,1978,6.8,,33.0
3210,Chor Ke Ghar Chor,1978,6.4,,33.0
3211,Tumhare Liye,1978,5.8,,33.0
3212,Muqaddar,1978,5.0,,29.0
3213,Phaansi,1978,6.2,,28.0
3214,Bhola Bhala,1978,6.3,,27.0
3215,Dil Aur Deewaar,1978,5.7,,26.0
3216,Jaganmohini,1978,6.7,,25.0
3217,Anjane Mein,1978,6.2,,22.0
3218,Aahuti,1978,5.8,,22.0
3219,Safed Jhoot,1978,5.5,,21.0
3220,Bandie,1978,4.7,,20.0
3221,Aakhri Daku,1978,5.6,,19.0
3222,Tumhari Kassam,1978,6.3,,18.0
3223,Naya Daur,1978,4.9,,18.0
3224,Atithee,1978,5.8,,17.0
3225,Do Musafir,1978,6.8,,16.0
3226,Khoon Ki Pukaar,1978,5.9,,15.0
3227,Rahu Ketu,1978,5.3,,15.0
3228,Anpadh,1978,6.4,,14.0
3229,Lal Kothi,1978,6.4,,14.0
3230,Mera Rakshak,1978,4.5,,14.0
3231,Daku Aur Jawan,1978,5.3,,14.0
3232,Apna Khoon,1978,5.5,,13.0
3233,Amar Shakti,1978,4.6,,13.0
3234,Nasbandi,1978,6.5,,13.0
3235,Parmatma,1978,4.7,,11.0
3236,Toote Khilone,1978,6.1,,11.0
3237,Dil Se Mile Dil,1978,4.3,,11.0
3238,Kaala Aadmi,1978,6.3,,11.0
3239,Anjaam,1978,5.8,,10.0
3240,College Girl,1978,6.2,,9.0
3241,Sone Ka Dil Lohe Ke Haath,1978,6.5,,8.0
3242,Chor Ho To Aisa,1978,5.1,,8.0
3243,Khoon Ka Badla Khoon,1978,5.6,,8.0
3244,Hamara Sansar,1978,6.9,,7.0
3245,Raja Rani Ko Chahiye Pasina,1978,6.3,,6.0
3246,Adventures of Aladdin,1978,3.8,,6.0
3247,Anmol Tasveer,1978,7.5,,6.0
3248,Ram Kasam,1978,4.7,,6.0
3249,Ek Baap Chhe Bete,1978,5.0,,5.0
3250,Tere Pyaar Mein,1978,6.0,,5.0
3251,Aap Se Pyar Hua,1978,,,
3252,Chamatkaar,1978,,,
3253,Mohabbat Ki Koi Dawa Nahin,1978,,,
3254,Mezaan,1978,,,
3255,Mausam Badlaa Hain,1978,,,
3256,Maa Aur Devar,1978,,,
3257,Khunnus,1978,,,
3258,Kharidaar,1978,,,
3259,Jeb Tumhari Haath Hamare,1978,,,
3260,Jamuna Ke Teer,1978,,,
3261,Jab Jab Raat Woh Aayi,1978,,,
3262,Hanstw Rehna,1978,,,
3263,Habba Khatoon,1978,,,
3264,Gunaahon Ka Devta,1978,,,
3265,Gori,1978,,,
3266,Daan Dahej,1978,,,
3267,Apni Dharti Apna Desh,1978,,,
3268,Nazrana,1978,,,
3269,Nirlajj,1978,,,
3270,Samapan,1978,,,
3271,Sangeet,1978,,,
3272,Sone Ki Lanka,1978,,,
3273,Teri Nazar Teri Ada,1978,,,
3274,Noor-E-Islam,1978,,,
3275,Adiyug,1978,,,
3276,Sajni,1978,,,
3277,Watan Ke Khatir,1978,,,
3278,Qaboot E Pawardigaar,1978,,,
3279,Pyar Ki Boond,1978,,,
3280,Assignment Bombay,1978,,,
3281,Dil Ek Khilona,1978,,,
3282,Dunk,1978,,,
3283,Chautha Paalana,1978,,,
3284,Captain Karan,1978,,,
3285,Baba Haji Malang,1978,,,
3286,Bahadur Jiska Naam,1978,,,
3287,Bapu Ka Sapna,1978,,,
3288,Bindiya,1978,,,
3289,Aakhri Muqabla,1978,,,
3290,Aas,1978,,,
3291,Aatma Aur Parmatma,1978,,,
3292,Azadi Pachchees Baras Ki,1978,,,
3293,Muqable Ki Raat,1978,,,
3294,Nigah E Karam,1978,,,
3295,Karunamoyee,1978,,,
3296,Insaan Aur Haiwan,1978,,,
3297,Ek Dharti Sone Ki,1978,,,
3298,Amulyam (Priceless),1978,,,
3299,Geeta Bani Geet,1978,,,
3300,Insaaf Kahan Hain,1978,,,
3301,Mauqaa,1978,,,
3302,Hind Ki Wali,1978,,,
3303,Shaadi Kar Lo,1978,,,
3304,Trishala Ka Laal,1978,,,
3305,Main Tumhari Hoon,1978,,,
3306,Kal Subah,1978,,,
3307,Ulahana,1978,,,
3308,Ganga Ke God Mein,1978,,,
3309,Jagal Bhaag Hamar,1978,,,
3310,Atyachaar,1978,,,
3311,Farz Aur Khoon,1978,,,
3312,Nag Devta,1978,,,
3313,Sampoorna Sant Darshanam,1978,,,
3314,Tyaag Patra,1978,,,
3315,Namaskar,1978,,,
3316,Hazaar Haath,1978,,,
3317,Ek Aurat Do Joote,1978,,,
3318,Jogi,1978,,,
3319,Toofani Takkar,1978,,,
3320,Hungama Bombay Ishtyle,1978,,,
3321,Gol Maal,1979,8.6,,16910.0
3322,Black Stone,1979,7.7,,2031.0
3323,Mr. Natwarlal,1979,6.6,,1261.0
3324,Baton Baton Mein,1979,7.6,,987.0
3325,Sign of Marriage,1979,6.7,,964.0
3326,The Great Gambler,1979,6.5,,551.0
3327,Rikki-Tikki-Tavi,1979,7.6,,513.0
3328,Junoon,1979,7.6,,472.0
3329,Jaani Dushman,1979,6.0,,414.0
3330,Destination,1979,7.0,,261.0
3331,Penalty,1979,6.8,,160.0
3332,Alavuddinum Athbutha Vilakkum,1979,6.6,,155.0
3333,Noorie,1979,6.1,,143.0
3334,Sargam,1979,6.6,,130.0
3335,Nauker,1979,6.5,,119.0
3336,Do Ladke Dono Kadke,1979,6.4,,99.0
3337,Meera,1979,7.2,,93.0
3338,Griha Pravesh,1979,7.7,,89.0
3339,Meri Biwi Ki Shaadi,1979,6.6,,87.0
3340,Surakksha,1979,7.3,,83.0
3341,Lok Parlok,1979,6.0,,72.0
3342,Lahu Ke Do Rang,1979,6.6,,70.0
3343,Sabuj Dwiper Raja,1979,7.5,,60.0
3344,Amar Deep,1979,6.7,,60.0
3345,Duniya Meri Jeb Mein,1979,6.4,,56.0
3346,Thayillamal Nannilai,1979,6.5,,55.0
3347,Kartavya,1979,6.9,,53.0
3348,Sawan Ko Aane Do,1979,7.4,,51.0
3349,22 June 1897,1979,7.8,,49.0
3350,Jhoota Kahin Ka,1979,6.1,,46.0
3351,Gautam Govinda,1979,5.8,,46.0
3352,Yuvraaj,1979,4.8,,45.0
3353,Hamare Tumhare,1979,6.6,,40.0
3354,Janta Hawaldar,1979,6.6,,39.0
3355,Akbar Saleem Anarkali,1979,7.7,,35.0
3356,Sunayana,1979,6.1,,35.0
3357,Prem Bandhan,1979,6.6,,33.0
3358,Gopal Krishna,1979,6.9,,33.0
3359,Tarana,I) (1979,7.1,,31.0
3360,Bin Phere Hum Tere,1979,6.7,,25.0
3361,Dil Kaa Heera,1979,6.8,,24.0
3362,Aware,1979,5.2,,24.0
3363,Hum Tere Ashiq Hain,1979,6.5,,22.0
3364,Dada,1979,4.6,,21.0
3365,Aur Kaun?,1979,5.6,,20.0
3366,Solva Sawan,1979,6.2,,20.0
3367,Prem Vivah,1979,6.0,,19.0
3368,Muqabla,1979,6.5,,19.0
3369,Nalayak,1979,5.8,,18.0
3370,Dhongee,1979,5.2,,18.0
3371,Khandaan,1979,6.3,,17.0
3372,Ratnadeep,1979,7.1,,17.0
3373,Do Shikari,1979,6.3,,16.0
3374,Do Hawaldar,1979,5.6,,14.0
3375,Aatish,1979,4.2,,14.0
3376,Saanch Ko Aanch Nahin,1979,6.4,,14.0
3377,Dooriyaan,1979,6.4,,14.0
3378,Jeena Yahan,1979,6.6,,14.0
3379,Shaayad,1979,5.2,,13.0
3380,Salaam Memsaab,1979,5.3,,12.0
3381,Kalank,1979,4.2,,11.0
3382,Naya Bakra,1979,5.4,,11.0
3383,Naiyya,1979,6.8,,11.0
3384,Sarkari Mehman,1979,4.8,,10.0
3385,Bagula Bhagat,1979,6.6,,10.0
3386,Bhakti Mein Shakti,1979,7.5,,10.0
3387,Magroor,1979,6.5,,10.0
3388,Shaitan Mujrim,1979,6.4,,9.0
3389,Diler,1979,6.4,,9.0
3390,Shikshaa,1979,5.4,,9.0
3391,Ahinsa,1979,3.8,,9.0
3392,Nagin Aur Suhagan,1979,6.2,,8.0
3393,Har Har Gange,1979,6.6,,8.0
3394,Habari,1979,6.4,,7.0
3395,Inspector Eagle,1979,6.1,,7.0
3396,Guru Ho Jaa Shuru,1979,5.0,,7.0
3397,Sampark,1979,6.9,,7.0
3398,Maan Apmaan,1979,4.9,,7.0
3399,Aakhri Kasam,1979,6.3,,7.0
3400,Gandharvya Kanya,1979,4.7,,6.0
3401,Heera-Moti,1979,4.3,,6.0
3402,Raadha Aur Seeta,1979,5.0,,6.0
3403,Jaan-E-Bahaar,1979,6.7,,6.0
3404,Bebus,1979,5.4,,5.0
3405,Ladke Baap Se Badke,1979,4.2,,5.0
3406,Atmaram,1979,4.6,,5.0
3407,Jaandaar,1979,4.6,,5.0
3408,Mangala vaathiyam,1979,,,
3409,Bayaan,1979,,,
3410,Heroine Ek Raat Ki,1979,,,
3411,Saahas,1979,,,
3412,Jai Baba Baidyanath,1979,,,
3413,Gunah Ki Raat,1979,,,
3414,Raajdrohi,1979,,,
3415,Mata Velankanni,1979,,,
3416,Krishna Sudama,1979,,,
3417,Khoon Ki Holi,1979,,,
3418,Hum Bhi Kuch Kam Nahin,1979,,,
3419,Amavas Ka Chand,1979,,,
3420,Arab Ka Sona: Abu Kaalia,1979,,,
3421,Arab Ka Sona - Abu Kaalia,II) (1979,,,
3422,Sultan E Hind: Gharib Nawaz,1979,,,
3423,Shyamla,1979,,,
3424,Gawaah,1979,,,
3425,Ganga Aur Geeta,1979,,,
3426,Aulea-E-Islam,1979,,,
3427,Arab Ka Sona - Abu Kaalia,I) (1979,,,
3428,Man Ka Aangan,1979,,,
3429,Pehredaar,1979,,,
3430,Badmashon Ka Badmash,1979,,,
3431,Bin Baap Ka Beta,1979,,,
3432,Teen Chehrey,1979,,,
3433,Chamelee Memsaab,1979,,,
3434,Lakshmi Pooja,1979,,,
3435,Aarilirunthu Arubadhuvarai,1979,,,
3436,AGALVIZHAKKU,1979,,,
3437,Lakhan,1979,,,
3438,Zulm Ki Pukar,1979,,,
3439,Deen Aur Imaan,1979,,,
3440,Mahasati Maina Sundari,1979,,,
3441,Chhath Maiya Ki Mahima,1979,,,
3442,Iqraar,1979,,,
3443,Raja Harishchandra,1979,,,
3444,Chambal Ki Rani,1979,,,
3445,Ganga Bhavani,1979,,,
3446,Raakhi Ki Saugandh,1979,,,
3447,Jai Mahakali,I) (1979,,,
3448,Shabhash Daddy,1979,,,
3449,Ghar Ki Laaj,1979,,,
3450,Aangan Ki Kali,1979,,,
3451,Aaj Ki Dhara,1979,,,
3452,Shankar Parvati,1979,,,
3453,Pashu Palan,1979,,,
3454,The Pride,1980,7.1,,2400.0
3455,Karz,1980,7.5,,1989.0
3456,Khubsoorat,1980,7.7,,1478.0
3457,The Burning Train,1980,6.8,,1324.0
3458,Two and Two Make Five,1980,7.0,,897.0
3459,Friendship,1980,6.7,,866.0
3460,Qurbani,1980,7.0,,783.0
3461,Aakrosh,1980,7.9,,741.0
3462,Sparsh,1980,8.1,,636.0
3463,Adventures of Ali-Baba and the Forty Thieves,1980,6.2,,469.0
3464,Guru,1980,6.5,,461.0
3465,Ram and Balram,I) (1980,6.3,,438.0
3466,Albert Pinto Ko Gussa Kyon Ata Hai,1980,7.6,,392.0
3467,Johnny,1980,7.4,,352.0
3468,Insaf Ka Tarazu,1980,6.5,,208.0
3469,Aap Ke Deewane,1980,5.8,,194.0
3470,Aasha,1980,5.3,,189.0
3471,Hum Paanch,1980,6.5,,170.0
3472,Abdullah,1980,6.4,,169.0
3473,Dadar Kirti,1980,7.1,,169.0
3474,Apne Paraye,1980,6.9,,150.0
3475,Red Rose,1980,6.2,,148.0
3476,Gehrayee,1980,6.8,,127.0
3477,Bhavni Bhavai,1980,6.7,,105.0
3478,Man Pasand,1980,6.5,,94.0
3479,Thodisi Bewafaii,1980,6.7,,92.0
3480,Bombay 405 Miles,1980,6.9,,79.0
3481,Phir Wohi Raat,1980,6.8,,78.0
3482,Swayamvar,1980,7.3,,66.0
3483,Lootmaar,1980,6.4,,63.0
3484,Satah Se Uthata Aadmi,1980,6.7,,62.0
3485,Saboot,1980,6.8,,59.0
3486,Chann Pardesee,1980,8.1,,58.0
3487,Judaai,1980,6.1,,57.0
3488,Dilwale Dulhaniya Le Jayenge,1980,7.0,,54.0
3489,Aanchal,1980,6.8,,50.0
3490,Bandish,I) (1980,6.2,,40.0
3491,Guest House,1980,6.2,,39.0
3492,Dhan Daulat,1980,5.8,,37.0
3493,Sau Din Saas Ke,1980,5.9,,36.0
3494,Ek Baar Kaho,1980,6.9,,36.0
3495,Do Premee,1980,5.5,,35.0
3496,Jyoti Bane Jwala,1980,5.0,,34.0
3497,Trilok Sundari,1980,8.4,,32.0
3498,Takkar,1980,5.4,,32.0
3499,Aap To Aise Na The,1980,5.4,,31.0
3500,Chunaoti,1980,5.5,,31.0
3501,Be-Reham,1980,6.8,,28.0
3502,Jazbaat,1980,4.2,,27.0
3503,Kali Ghata,1980,5.7,,27.0
3504,Ek Baar Phir (Once Again),1980,6.3,,27.0
3505,Jwalamukhi,1980,5.9,,27.0
3506,Oh Bewafa,1980,3.3,,26.0
3507,Chambal Ki Kasam,1980,5.3,,24.0
3508,Humkadam,1980,6.3,,24.0
3509,Khwab,1980,6.0,,24.0
3510,Sitara,1980,6.5,,21.0
3511,Neeyat,1980,5.5,,21.0
3512,Patita,1980,5.9,,20.0
3513,Nishana,1980,6.2,,20.0
3514,Agreement,1980,6.2,,19.0
3515,Taxi Chor,1980,5.3,,19.0
3516,Payal Ki Jhankaar,1980,5.6,,18.0
3517,Karmveer,1980,7.9,,17.0
3518,Gunehgaar,1980,4.0,,17.0
3519,Bhakta Siriyala,1980,7.6,,16.0
3520,Manokaamnaa,1980,7.0,,15.0
3521,Unees-Bees,1980,5.6,,14.0
3522,Kismet,1980,4.4,,14.0
3523,Choron Ki Baaraat,1980,7.2,,14.0
3524,Khanjar,1980,5.6,,14.0
3525,Kala Pani,1980,5.4,,13.0
3526,Jal Mahal,1980,5.8,,13.0
3527,Bin Maa Ke Bachche,1980,5.7,,13.0
3528,Yari Dushmani,1980,4.6,,13.0
3529,The Naxalites,1980,6.2,,13.0
3530,Maan Abhiman,1980,5.4,,12.0
3531,Yeh Kaisa Insaf?,1980,4.0,,12.0
3532,Badla Aur Balidan,1980,7.6,,11.0
3533,Pyaara Dushman,1980,4.5,,11.0
3534,Nazrana Pyar Ka,1980,4.9,,10.0
3535,Desh Drohee,1980,6.0,,10.0
3536,Ganga Aur Suraj,1980,5.3,,10.0
3537,Beqasoor,1980,5.0,,9.0
3538,Zalim,1980,5.6,,9.0
3539,Aakhri Insaaf,1980,5.0,,9.0
3540,Nani Maa,1980,5.9,,8.0
3541,Kasturi,1980,5.2,,8.0
3542,Garam Khoon,1980,5.6,,8.0
3543,Hum Nahin Sudhrenge,1980,5.8,,8.0
3544,Lahu Pukarega,1980,4.0,,8.0
3545,Teen Ekkey,1980,3.3,,7.0
3546,Saajan Mere Main Saajan Ki,1980,5.9,,7.0
3547,Ek Gunah Aur Sahi,1980,4.4,,7.0
3548,Samadhan,1980,7.3,,6.0
3549,Ek Do Teen Chaar,1980,4.8,,6.0
3550,Khoon Kharaba,1980,5.5,,6.0
3551,Morchha,1980,3.8,,6.0
3552,Bambai Ka Maharaja,1980,4.2,,6.0
3553,Ambe Maa Jagdambe Maa,1980,5.3,,6.0
3554,Suraj Bhi Tamashai,1980,,,
3555,Pawan Basanti,1980,,,
3556,Zameen Aur Aasman,1980,,,
3557,Dao Pe Dao,1980,,,
3558,Kahan Ho Tum Bagira,1980,,,
3559,Ammu Ki Bakari,1980,,,
3560,Dadon Ka Dada,1980,,,
3561,Bhagat Narsinh Mehta,1980,,,
3562,Kuhasa,1980,,,
3563,Bhedia Ka Bhoot,1980,,,
3564,Jise Tu Kabool Kar Le,1980,,,
3565,Sunehari Yaaden,1980,,,
3566,Sayyed Waris Shah,1980,,,
3567,Miss Toofan Mail,1980,,,
3568,Main Intaqaam Loonga,1980,,,
3569,Paschatap,1980,,,
3570,Naago Ka Raja,1980,,,
3571,Toote Dil,1980,,,
3572,Bharat Ki Santan,1980,,,
3573,Chetna Do Rah Par,1980,,,
3574,Tu Meri Main Tera,1980,,,
3575,Sister,1980,,,
3576,Agent 009,1980,,,
3577,Ramu To Diwana Hai,1980,,,
3578,Labbaik,1980,,,
3579,Bombay Mail 109,1980,,,
3580,Aayi Tere Yaad,1980,,,
3581,Room No. 203,1980,,,
3582,Dam Maro Dam,1980,,,
3583,Cobra,1980,,,
3584,Banmanush,1980,,,
3585,Main Aur Meri Tanhai,1980,,,
3586,Premika,1980,,,
3587,Sapne Apne Apne,1980,,,
3588,Sanjh Ki Bela,1980,,,
3589,Mahashakti,1980,,,
3590,PHOOL AUR PATHOR,1980,,,
3591,Bakhe Kadam,1980,,,
3592,Jaaye To Jaaye Kahan,1980,,,
3593,Chaal Baaz,1980,,,
3594,Qatil Kaun,1980,,,
3595,Dhamaka,1980,,,
3596,Zakhmon Ke Nishan,1980,,,
3597,Shadi Se Pahale,1980,,,
3598,Shiv Shakti,1980,,,
3599,Ganga Dham,1980,,,
3600,Angaar,1980,,,
3601,Patthar Se Takkar,1980,,,
3602,Berahem,1980,,,
3603,Badrinath Dham,1980,,,
3604,Series of Events,1981,7.3,,2436.0
3605,Chashme Buddoor,1981,8.0,,2137.0
3606,Orphan,1981,7.1,,2098.0
3607,Inseparable Friends,1981,7.1,,1529.0
3608,Destiny and Fate,1981,7.1,,1437.0
3609,Kaalia,1981,6.8,,1247.0
3610,Ek Duuje Ke Liye,1981,7.5,,1002.0
3611,Naram Garam,1981,7.4,,866.0
3612,Kranti,1981,7.2,,789.0
3613,Rocky,1981,6.9,,567.0
3614,Kalyug,1981,7.8,,469.0
3615,36 Chowringhee Lane,1981,7.6,,368.0
3616,Love Story,1981,6.4,,356.0
3617,One Rainy Night,1981,6.4,,286.0
3618,Kudrat,1981,7.0,,269.0
3619,Biwi-O-Biwi,1981,6.9,,182.0
3620,Krodhi,1981,6.4,,153.0
3621,Ek Hi Bhool,1981,5.8,,131.0
3622,Chakra,1981,7.0,,125.0
3623,Thee,1981,6.7,,121.0
3624,Baseraa,1981,6.6,,117.0
3625,Zamaane Ko Dikhana Hai,1981,6.8,,116.0
3626,Aas Paas,1981,6.0,,102.0
3627,Professor Pyarelal,1981,7.0,,97.0
3628,Bulundi,1981,6.9,,88.0
3629,Hotel,1981,6.1,,87.0
3630,Katilon Ke Kaatil,1981,6.5,,84.0
3631,Chettaniki Kallu Levu,1981,7.8,,77.0
3632,Dhuan,1981,7.2,,72.0
3633,Kadal Meengal,1981,6.7,,69.0
3634,Pyaasa Sawan,1981,7.4,,69.0
3635,Sazaye Maut,1981,7.3,,69.0
3636,Itni Si Baat,1981,6.8,,65.0
3637,Prem Geet,1981,7.7,,60.0
3638,Dard (Conflict of Emotions),1981,7.2,,54.0
3639,Dahshat,1981,5.7,,52.0
3640,Meri Aawaz Suno,1981,6.6,,51.0
3641,Dhanwan,1981,7.3,,50.0
3642,Mangalsutra,1981,6.7,,47.0
3643,Chehre Pe Chehra,1981,6.1,,46.0
3644,Ahista Ahista,1981,7.0,,44.0
3645,Ek Aur Ek Gyarah,1981,6.2,,43.0
3646,Wardaat,1981,6.6,,42.0
3647,Hum Se Badkar Kaun,1981,6.1,,41.0
3648,Saajan Ki Saheli,1981,5.7,,41.0
3649,Jail Yatra,1981,6.5,,37.0
3650,Fiffty Fiffty,1981,6.1,,37.0
3651,Sannata,1981,6.6,,36.0
3652,Main Aur Mera Haathi,1981,6.4,,30.0
3653,Khoon Aur Paani,1981,5.8,,29.0
3654,Khuda Kasam,1981,5.5,,28.0
3655,Nakhuda,1981,6.5,,28.0
